gen,lokalizacja,w_jadrze,otoczka,tylko_jadro,tez_poza,dopasowanie,uniprot_gen,n_komorek_wykryty,pct_komorek,srednia_cp10k_all,mean_Aldoc_plus,mean_Aldoc_minus,log2FC_plus_vs_minus,marker_dla,marker_logFC,marker_padj,marker_score,mean_Aldoc_1,mean_Aldoc_2,mean_Aldoc_3,mean_Aldoc_4,mean_Aldoc_5,mean_Aldoc_6,mean_Aldoc_7,mean_Anti_Aldoc_1,mean_Anti_Aldoc_2,pct_Aldoc_1,pct_Aldoc_2,pct_Aldoc_3,pct_Aldoc_4,pct_Aldoc_5,pct_Aldoc_6,pct_Aldoc_7,pct_Anti_Aldoc_1,pct_Anti_Aldoc_2,loc_txt,loc_pelny,topologia
Tmem170,otoczka,True,True,False,True,synonim,Tmem170a,2367,14.23,0.061,0.063,0.062,0.02,,,,,0.057,0.082,0.058,0.059,0.062,0.063,0.059,0.055,0.068,10.93,21.33,14.45,14.93,12.91,15.68,11.76,10.57,16.42,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:Q8WVE7}; Multi-pass membrane protein {ECO:0000255}. Nucleus envelope {ECO:0000250|UniProtKB:Q8WVE7}.,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:Q8WVE7}; Multi-pass membrane protein {ECO:0000255}. Nucleus envelope {ECO:0000250|UniProtKB:Q8WVE7}.,NIEOKRESLONY
Nup133,otoczka,True,True,True,False,nazwa,Nup133,3375,20.29,0.092,0.094,0.096,-0.027,,,,,0.111,0.099,0.085,0.087,0.089,0.091,0.097,0.098,0.094,20.58,26.67,20.18,20.09,19.17,21.92,18.01,17.33,22.07,"SUBCELLULAR LOCATION: Nucleus, nuclear pore complex {ECO:0000250|UniProtKB:Q8WUM0}. Chromosome, centromere, kinetochore {ECO:0000250|UniProtKB:Q8WUM0}. Note=Located on both the cytoplasmic and nuclear sides of the nuclear pore. During mitosis, localizes to the kinetochores. {ECO:0000250|UniProtKB:Q8WUM0}.","SUBCELLULAR LOCATION: Nucleus, nuclear pore complex {ECO:0000250|UniProtKB:Q8WUM0}. Chromosome, centromere, kinetochore {ECO:0000250|UniProtKB:Q8WUM0}. Note=Located on both the cytoplasmic and nuclear sides of the nuclear pore. During mitosis, localizes to the kinetochores. {ECO:0000250|UniProtKB:Q8WUM0}.",POR_niepewny
Anxa11,otoczka,True,True,False,True,nazwa,Anxa11,2105,12.65,0.055,0.053,0.058,-0.11,,,,,0.066,0.052,0.06,0.052,0.054,0.041,0.044,0.06,0.056,12.7,16.0,14.73,12.82,12.15,10.13,7.9,11.01,13.39,"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Melanosome {ECO:0000250}. Nucleus envelope {ECO:0000250}. Nucleus, nucleoplasm {ECO:0000250}. Cytoplasm, cytoskeleton, spindle {ECO:0000250}. Note=Found throughout the nucleoplasm at interphase and during mitosis concentrates around the mitotic apparatus. Elevation of intracellular calcium causes relocalization from the nucleoplasm to the nuclear enve","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Melanosome {ECO:0000250}. Nucleus envelope {ECO:0000250}. Nucleus, nucleoplasm {ECO:0000250}. Cytoplasm, cytoskeleton, spindle {ECO:0000250}. Note=Found throughout the nucleoplasm at interphase and during mitosis concentrates around the mitotic apparatus. Elevation of intracellular calcium causes relocalization from the nucleoplasm to the nuclear envelope, with little effect on the cytoplasmic pool. Localization to the nuclear envelope is cell-cycle dependent. {ECO:0000250}.",NIEOKRESLONY
Nupl1,otoczka,True,True,True,False,synonim,Nup58,5519,33.18,0.163,0.176,0.148,0.235,,,,,0.197,0.156,0.156,0.187,0.162,0.186,0.185,0.143,0.153,32.96,37.33,34.61,37.46,30.88,39.13,29.78,25.11,33.51,"SUBCELLULAR LOCATION: Nucleus, nuclear pore complex {ECO:0000250|UniProtKB:P70581}. Nucleus membrane {ECO:0000250|UniProtKB:P70581}; Peripheral membrane protein {ECO:0000250|UniProtKB:P70581}; Cytoplasmic side {ECO:0000250|UniProtKB:P70581}. Nucleus membrane {ECO:0000250|UniProtKB:P70581}; Peripheral membrane protein {ECO:0000250|UniProtKB:P70581}; Nucleoplasmic side {ECO:0000250|UniProtKB:P70581}","SUBCELLULAR LOCATION: Nucleus, nuclear pore complex {ECO:0000250|UniProtKB:P70581}. Nucleus membrane {ECO:0000250|UniProtKB:P70581}; Peripheral membrane protein {ECO:0000250|UniProtKB:P70581}; Cytoplasmic side {ECO:0000250|UniProtKB:P70581}. Nucleus membrane {ECO:0000250|UniProtKB:P70581}; Peripheral membrane protein {ECO:0000250|UniProtKB:P70581}; Nucleoplasmic side {ECO:0000250|UniProtKB:P70581}. Note=Biased towards cytoplasmic side. Central region of the nuclear pore complex, within the transporter. {ECO:0000250|UniProtKB:P70581}.",ONM+INM_mieszany
Bnip3l,otoczka,True,True,False,True,nazwa,Bnip3l,4053,24.37,0.112,0.118,0.102,0.193,,,,,0.091,0.134,0.108,0.115,0.135,0.137,0.105,0.099,0.104,17.68,34.67,25.75,25.97,26.41,30.15,18.38,17.24,24.35,SUBCELLULAR LOCATION: Nucleus envelope {ECO:0000250}. Endoplasmic reticulum {ECO:0000250}. Mitochondrion outer membrane {ECO:0000250}. Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}. Note=Colocalizes with SPATA18 at the mitochondrion outer membrane. {ECO:0000250}.,SUBCELLULAR LOCATION: Nucleus envelope {ECO:0000250}. Endoplasmic reticulum {ECO:0000250}. Mitochondrion outer membrane {ECO:0000250}. Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}. Note=Colocalizes with SPATA18 at the mitochondrion outer membrane. {ECO:0000250}.,NIEOKRESLONY
Chmp7,otoczka,True,True,False,True,nazwa,Chmp7,2621,15.76,0.068,0.072,0.065,0.129,,,,,0.069,0.094,0.069,0.07,0.067,0.075,0.057,0.062,0.067,13.67,29.33,17.17,16.7,14.97,17.53,11.21,12.02,16.42,"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q8WUX9}. Nucleus envelope {ECO:0000250|UniProtKB:Q8WUX9}. Note=Diffused localization, with some punctate distribution, especially in the perinuclear area. Localizes to the reforming nuclear envelope on chromatin disks during late anaphase. {ECO:0000250|UniProtKB:Q8WUX9}.","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q8WUX9}. Nucleus envelope {ECO:0000250|UniProtKB:Q8WUX9}. Note=Diffused localization, with some punctate distribution, especially in the perinuclear area. Localizes to the reforming nuclear envelope on chromatin disks during late anaphase. {ECO:0000250|UniProtKB:Q8WUX9}.",NIEOKRESLONY
Dpy19l2,otoczka,True,True,True,False,nazwa,Dpy19l2,543,3.26,0.012,0.01,0.012,-0.138,,,,,0.011,0.003,0.011,0.013,0.011,0.011,0.011,0.012,0.013,2.73,1.33,3.27,3.77,2.77,3.38,2.57,2.56,3.82,"SUBCELLULAR LOCATION: Nucleus inner membrane {ECO:0000269|PubMed:22764053, ECO:0000269|PubMed:34471926}; Multi-pass membrane protein {ECO:0000305}. Note=Restricted to the inner nuclear membrane facing the acrosomal vesicle. The N- and C-termini are oriented towards the nucleoplasm (PubMed:22764053). Colocalizes with FAM209 at the inner nuclear membrane (PubMed:34471926). {ECO:0000269|PubMed:227640","SUBCELLULAR LOCATION: Nucleus inner membrane {ECO:0000269|PubMed:22764053, ECO:0000269|PubMed:34471926}; Multi-pass membrane protein {ECO:0000305}. Note=Restricted to the inner nuclear membrane facing the acrosomal vesicle. The N- and C-termini are oriented towards the nucleoplasm (PubMed:22764053). Colocalizes with FAM209 at the inner nuclear membrane (PubMed:34471926). {ECO:0000269|PubMed:22764053, ECO:0000269|PubMed:34471926}.",INM_niedostepny
Ei24,otoczka,True,True,False,True,nazwa,Ei24,8548,51.39,0.305,0.318,0.294,0.11,,,,,0.3,0.365,0.294,0.316,0.313,0.329,0.311,0.282,0.305,44.05,68.0,53.28,53.66,50.27,56.98,46.51,40.85,53.97,SUBCELLULAR LOCATION: Nucleus membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}. Cytoplasm {ECO:0000250}. Endoplasmic reticulum membrane {ECO:0000269|PubMed:15781622}; Multi-pass membrane protein {ECO:0000269|PubMed:15781622}.,SUBCELLULAR LOCATION: Nucleus membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}. Cytoplasm {ECO:0000250}. Endoplasmic reticulum membrane {ECO:0000269|PubMed:15781622}; Multi-pass membrane protein {ECO:0000269|PubMed:15781622}.,NIEOKRESLONY
Bcl2l10,otoczka,True,True,False,True,nazwa,Bcl2l10,94,0.57,0.002,0.002,0.002,0.0,,,,,0.001,0.0,0.002,0.004,0.003,0.002,0.002,0.002,0.002,0.16,0.0,0.45,1.0,0.67,0.64,0.37,0.43,0.56,"SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250|UniProtKB:Q9HD36}. Nucleus membrane {ECO:0000250|UniProtKB:Q9HD36}. Endoplasmic reticulum {ECO:0000250|UniProtKB:Q9HD36}. Cytoplasm, cytoskeleton, spindle {ECO:0000269|PubMed:27753540}. Note=Localizes to mitochondria-associated endoplasmic reticulum membranes (MAMs) (By similarity). Localization to MAMs is greatly reduced under apoptotic stress cond","SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250|UniProtKB:Q9HD36}. Nucleus membrane {ECO:0000250|UniProtKB:Q9HD36}. Endoplasmic reticulum {ECO:0000250|UniProtKB:Q9HD36}. Cytoplasm, cytoskeleton, spindle {ECO:0000269|PubMed:27753540}. Note=Localizes to mitochondria-associated endoplasmic reticulum membranes (MAMs) (By similarity). Localization to MAMs is greatly reduced under apoptotic stress conditions (By similarity). {ECO:0000250|UniProtKB:Q9HD36}.",NIEOKRESLONY
Mlip,otoczka,True,True,False,True,nazwa,Mlip,8069,48.51,0.357,0.37,0.319,0.208,,,,,0.414,0.293,0.389,0.363,0.384,0.383,0.364,0.33,0.308,48.55,58.67,54.21,50.89,49.96,50.73,39.15,40.9,45.77,"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:21498514, ECO:0000269|PubMed:22343712, ECO:0000269|PubMed:26436652, ECO:0000269|PubMed:33802236}. Nucleus envelope {ECO:0000269|PubMed:21498514}. Nucleus, PML body {ECO:0000269|PubMed:21498514}. Cytoplasm, cytosol {ECO:0000269|PubMed:21498514, ECO:0000269|PubMed:22343712, ECO:0000269|PubMed:26436652}. Cell membrane, sarcolemma {ECO:0000269|PubMed:2","SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:21498514, ECO:0000269|PubMed:22343712, ECO:0000269|PubMed:26436652, ECO:0000269|PubMed:33802236}. Nucleus envelope {ECO:0000269|PubMed:21498514}. Nucleus, PML body {ECO:0000269|PubMed:21498514}. Cytoplasm, cytosol {ECO:0000269|PubMed:21498514, ECO:0000269|PubMed:22343712, ECO:0000269|PubMed:26436652}. Cell membrane, sarcolemma {ECO:0000269|PubMed:26359501}; Peripheral membrane protein {ECO:0000269|PubMed:26359501}; Cytoplasmic side {ECO:0000269|PubMed:26359501}.",ONM_dostepny
Shisa5,otoczka,True,True,False,True,nazwa,Shisa5,1265,7.6,0.032,0.031,0.033,-0.069,,,,,0.025,0.03,0.032,0.03,0.033,0.031,0.036,0.032,0.034,5.14,10.67,8.02,7.44,7.86,7.84,7.17,6.37,8.08,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:12135983}; Single-pass type I membrane protein {ECO:0000269|PubMed:12135983}. Nucleus membrane {ECO:0000269|PubMed:12135983}.,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:12135983}; Single-pass type I membrane protein {ECO:0000269|PubMed:12135983}. Nucleus membrane {ECO:0000269|PubMed:12135983}.,NIEOKRESLONY
Sun3,otoczka,True,True,True,False,nazwa,Sun3,52,0.31,0.001,0.001,0.001,0.0,,,,,0.003,0.003,0.002,0.001,0.0,0.001,0.0,0.001,0.001,0.64,1.33,0.45,0.39,0.13,0.25,0.18,0.14,0.31,SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}. Nucleus envelope {ECO:0000269|PubMed:20711465}. Nucleus inner membrane {ECO:0000305}. Note=Localized to spermatid nucleus posterior pole lateral regions excluding the implantation fossa during entire sperm head elongation. {ECO:0000269|PubMed:20711465}.,SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}. Nucleus envelope {ECO:0000269|PubMed:20711465}. Nucleus inner membrane {ECO:0000305}. Note=Localized to spermatid nucleus posterior pole lateral regions excluding the implantation fossa during entire sperm head elongation. {ECO:0000269|PubMed:20711465}.,INM_niedostepny
Egfr,otoczka,True,True,False,True,nazwa,Egfr,281,1.69,0.007,0.009,0.005,0.341,,,,,0.019,0.017,0.006,0.007,0.007,0.005,0.005,0.003,0.007,2.41,6.67,1.68,1.94,1.74,1.27,1.47,0.87,1.96,SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:P00533}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:P00533}. Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:P00533}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:P00533}. Golgi apparatus membrane {ECO:0000250|UniProtKB:P00533}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:P00533}. Nucleus ,"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:P00533}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:P00533}. Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:P00533}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:P00533}. Golgi apparatus membrane {ECO:0000250|UniProtKB:P00533}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:P00533}. Nucleus membrane {ECO:0000250|UniProtKB:P00533}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:P00533}. Endosome {ECO:0000250|UniProtKB:P00533}. Endosome membrane {ECO:0000250|UniProtKB:P00533}. Nucleus {ECO:0000250|UniProtKB:P00533}. Note=In response to EGF, translocated from the cell membrane to the nucleus via Golgi and ER. Endocytosed upon activation by ligand. Colocalized with GPER1 in the nucleus of estrogen agonist-induced cancer-associated fibroblasts (CAF). {ECO:0000250|UniProtKB:P00533}.",NIEOKRESLONY
Vrk2,otoczka,True,True,False,True,nazwa,Vrk2,398,2.39,0.009,0.009,0.009,0.0,,,,,0.012,0.005,0.009,0.009,0.014,0.008,0.005,0.01,0.008,2.41,1.33,2.24,2.33,3.35,2.36,0.92,2.08,2.42,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14645249}. Endoplasmic reticulum membrane {ECO:0000269|PubMed:31142202}; Single-pass type IV membrane protein {ECO:0000255}. Mitochondrion membrane {ECO:0000250|UniProtKB:Q86Y07}; Single-pass type IV membrane protein {ECO:0000255}. Nucleus envelope {ECO:0000269|PubMed:31142202}.,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14645249}. Endoplasmic reticulum membrane {ECO:0000269|PubMed:31142202}; Single-pass type IV membrane protein {ECO:0000255}. Mitochondrion membrane {ECO:0000250|UniProtKB:Q86Y07}; Single-pass type IV membrane protein {ECO:0000255}. Nucleus envelope {ECO:0000269|PubMed:31142202}.,NIEOKRESLONY
Ranbp17,otoczka,True,True,False,True,nazwa,Ranbp17,11981,72.03,0.641,0.645,0.636,0.02,,,,,0.879,0.532,0.644,0.649,0.55,0.692,0.568,0.625,0.647,75.08,78.67,75.59,74.86,66.35,75.72,61.21,63.69,74.4,"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Nucleus {ECO:0000250}. Nucleus, nuclear pore complex {ECO:0000250}.","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Nucleus {ECO:0000250}. Nucleus, nuclear pore complex {ECO:0000250}.",POR_niepewny
Adra1b,otoczka,True,True,False,True,nazwa,Adra1b,572,3.44,0.014,0.012,0.014,-0.126,,,,,0.013,0.003,0.014,0.012,0.015,0.013,0.015,0.014,0.015,2.73,1.33,3.75,2.83,3.53,3.25,2.94,2.99,3.89,"SUBCELLULAR LOCATION: Nucleus membrane {ECO:0000269|PubMed:22120526}; Multi-pass membrane protein. Cell membrane {ECO:0000250|UniProtKB:P35368}; Multi-pass membrane protein {ECO:0000255}. Cytoplasm {ECO:0000250|UniProtKB:P35368}. Membrane, caveola {ECO:0000250|UniProtKB:P35368}. Note=Location at the nuclear membrane facilitates heterooligomerization and regulates ERK-mediated signaling in cardiac ","SUBCELLULAR LOCATION: Nucleus membrane {ECO:0000269|PubMed:22120526}; Multi-pass membrane protein. Cell membrane {ECO:0000250|UniProtKB:P35368}; Multi-pass membrane protein {ECO:0000255}. Cytoplasm {ECO:0000250|UniProtKB:P35368}. Membrane, caveola {ECO:0000250|UniProtKB:P35368}. Note=Location at the nuclear membrane facilitates heterooligomerization and regulates ERK-mediated signaling in cardiac myocytes. Colocalizes with GNAQ, PLCB1 as well as LAP2 at the nuclear membrane of cardiac myocytes (By similarity). {ECO:0000250}.",NIEOKRESLONY
Ltc4s,otoczka,True,True,False,True,nazwa,Ltc4s,41,0.25,0.001,0.002,0.001,0.126,,,,,0.004,0.0,0.0,0.002,0.002,0.001,0.002,0.001,0.001,0.64,0.0,0.11,0.5,0.45,0.13,0.18,0.19,0.17,SUBCELLULAR LOCATION: Nucleus outer membrane {ECO:0000250|UniProtKB:Q16873}; Multi-pass membrane protein {ECO:0000250|UniProtKB:Q16873}. Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:Q16873}; Multi-pass membrane protein {ECO:0000250|UniProtKB:Q16873}. Nucleus membrane {ECO:0000250|UniProtKB:Q16873}; Multi-pass membrane protein {ECO:0000250|UniProtKB:Q16873}.,SUBCELLULAR LOCATION: Nucleus outer membrane {ECO:0000250|UniProtKB:Q16873}; Multi-pass membrane protein {ECO:0000250|UniProtKB:Q16873}. Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:Q16873}; Multi-pass membrane protein {ECO:0000250|UniProtKB:Q16873}. Nucleus membrane {ECO:0000250|UniProtKB:Q16873}; Multi-pass membrane protein {ECO:0000250|UniProtKB:Q16873}.,ONM_dostepny
Zfp354c,otoczka,True,True,False,True,synonim,Znf354c,3541,21.29,0.1,0.112,0.086,0.346,,,,,0.122,0.103,0.094,0.1,0.115,0.117,0.132,0.08,0.092,20.74,20.0,22.53,22.25,22.7,25.49,23.53,14.29,20.74,SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:Q9EPU7}. Nucleus membrane {ECO:0000250|UniProtKB:Q86Y25}. Cytoplasm {ECO:0000250|UniProtKB:Q86Y25}.,SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:Q9EPU7}. Nucleus membrane {ECO:0000250|UniProtKB:Q86Y25}. Cytoplasm {ECO:0000250|UniProtKB:Q86Y25}.,NIEOKRESLONY
Pld6,otoczka,True,True,False,True,nazwa,Pld6,1360,8.18,0.034,0.032,0.033,-0.034,,,,,0.034,0.029,0.038,0.039,0.033,0.025,0.025,0.031,0.035,6.91,9.33,9.76,9.43,7.33,6.76,5.7,6.18,8.75,SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000269|PubMed:21397847}; Single-pass membrane protein {ECO:0000269|PubMed:21397847}. Nucleus membrane {ECO:0000269|PubMed:21397847}. Cell membrane {ECO:0000269|PubMed:21397847}. Golgi apparatus {ECO:0000269|PubMed:33783608}. Note=Localization in the mitochondrial outer membrane is found in different cell types where phospholipase was the pre,"SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000269|PubMed:21397847}; Single-pass membrane protein {ECO:0000269|PubMed:21397847}. Nucleus membrane {ECO:0000269|PubMed:21397847}. Cell membrane {ECO:0000269|PubMed:21397847}. Golgi apparatus {ECO:0000269|PubMed:33783608}. Note=Localization in the mitochondrial outer membrane is found in different cell types where phospholipase was the predominant activity, however, in pachytene spermatocytes and spermatids of mouse testes where nuclease activity is predominant, localization is restricted to the Golgi, suggesting this enzyme is localized in different subcellular compartments depending on the role (phospholipase or nuclease) it needs to play in each cell type and developmental stage. {ECO:0000305}.",NIEOKRESLONY
Ctdnep1,otoczka,True,True,False,True,nazwa,Ctdnep1,2236,13.44,0.057,0.062,0.052,0.216,,,,,0.055,0.076,0.062,0.054,0.056,0.059,0.071,0.05,0.054,10.61,20.0,15.24,13.93,13.27,14.4,11.03,10.0,13.76,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250}; Single-pass membrane protein {ECO:0000250}. Nucleus membrane {ECO:0000250}; Single-pass membrane protein {ECO:0000250}.,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250}; Single-pass membrane protein {ECO:0000250}. Nucleus membrane {ECO:0000250}; Single-pass membrane protein {ECO:0000250}.,NIEOKRESLONY
Nup88,otoczka,True,True,True,False,nazwa,Nup88,6988,42.01,0.223,0.223,0.226,-0.018,,,,,0.219,0.22,0.216,0.236,0.204,0.235,0.228,0.221,0.23,37.3,54.67,43.98,46.45,37.44,45.44,34.19,34.96,44.58,"SUBCELLULAR LOCATION: Nucleus, nuclear pore complex {ECO:0000250|UniProtKB:Q99567}.","SUBCELLULAR LOCATION: Nucleus, nuclear pore complex {ECO:0000250|UniProtKB:Q99567}.",POR_niepewny
Pafah1b1,otoczka,True,True,False,True,nazwa,Pafah1b1,16314,98.08,2.988,3.064,2.874,0.092,,,,,3.068,3.223,2.871,3.081,2.985,3.337,2.886,2.679,3.07,97.27,100.0,98.52,97.78,97.45,98.09,96.14,97.49,98.79,"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome. Cytoplasm, cytoskeleton, spindle. Nucleus membrane {ECO:0000255|HAMAP-Rule:MF_03141}. Note=May localize to the nuclear membrane (By similarity). Localizes to the plus end of microtubules and to the centrosome. Redistributes to axons during neuronal development. Also localizes to the m","SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome. Cytoplasm, cytoskeleton, spindle. Nucleus membrane {ECO:0000255|HAMAP-Rule:MF_03141}. Note=May localize to the nuclear membrane (By similarity). Localizes to the plus end of microtubules and to the centrosome. Redistributes to axons during neuronal development. Also localizes to the microtubules of the manchette in elongating spermatids and to the meiotic spindle in spermatocytes. {ECO:0000250}.",NIEOKRESLONY
Tmem97,otoczka,True,True,False,True,nazwa,Tmem97,502,3.02,0.013,0.015,0.012,0.184,,,,,0.016,0.021,0.015,0.012,0.012,0.011,0.019,0.012,0.011,2.89,6.67,3.49,3.33,2.59,3.38,3.31,2.46,2.76,SUBCELLULAR LOCATION: Rough endoplasmic reticulum membrane {ECO:0000250|UniProtKB:Q5BJF2}; Multi-pass membrane protein {ECO:0000255}. Nucleus membrane {ECO:0000250|UniProtKB:Q5BJF2}; Multi-pass membrane protein {ECO:0000255}.,SUBCELLULAR LOCATION: Rough endoplasmic reticulum membrane {ECO:0000250|UniProtKB:Q5BJF2}; Multi-pass membrane protein {ECO:0000255}. Nucleus membrane {ECO:0000250|UniProtKB:Q5BJF2}; Multi-pass membrane protein {ECO:0000255}.,NIEOKRESLONY
Ints2,otoczka,True,True,False,True,nazwa,Ints2,7131,42.87,0.243,0.243,0.242,0.006,,,,,0.268,0.172,0.235,0.241,0.245,0.251,0.29,0.25,0.234,40.03,41.33,44.65,45.34,40.62,45.32,38.05,37.76,44.2,SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:Q9H0H0}. Nucleus membrane {ECO:0000250|UniProtKB:Q9H0H0}; Single-pass membrane protein {ECO:0000255}. Cytoplasm {ECO:0000250|UniProtKB:Q9H0H0}.,SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:Q9H0H0}. Nucleus membrane {ECO:0000250|UniProtKB:Q9H0H0}; Single-pass membrane protein {ECO:0000255}. Cytoplasm {ECO:0000250|UniProtKB:Q9H0H0}.,NIEOKRESLONY
Rnf43,otoczka,True,True,False,True,nazwa,Rnf43,422,2.54,0.01,0.009,0.01,-0.074,,,,,0.009,0.007,0.01,0.008,0.009,0.011,0.012,0.009,0.012,2.25,2.67,2.74,2.05,2.19,3.19,2.57,1.79,2.93,SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}. Endoplasmic reticulum membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}. Nucleus envelope {ECO:0000250}. Note=May be secreted. {ECO:0000250}.,SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}. Endoplasmic reticulum membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}. Nucleus envelope {ECO:0000250}. Note=May be secreted. {ECO:0000250}.,NIEOKRESLONY
Lrrc59,otoczka,True,True,False,True,nazwa,Lrrc59,3341,20.09,0.091,0.092,0.082,0.149,,,,,0.088,0.088,0.092,0.095,0.103,0.094,0.087,0.074,0.091,17.04,25.33,21.44,21.2,21.72,21.48,15.62,13.86,21.08,"SUBCELLULAR LOCATION: Microsome membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250}. Endoplasmic reticulum membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250}. Nucleus envelope {ECO:0000250}. Note=Localization in the nuclear envelope depends upon the nuclear import machinery, including KPNB1. {ECO:0000250}.","SUBCELLULAR LOCATION: Microsome membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250}. Endoplasmic reticulum membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250}. Nucleus envelope {ECO:0000250}. Note=Localization in the nuclear envelope depends upon the nuclear import machinery, including KPNB1. {ECO:0000250}.",NIEOKRESLONY
